検索キーワード レポート
2025年10月27日 - 2025年11月25日
キーワードのステータス,キーワード,マッチタイプ,広告グループ,ステータス,ステータスの理由,コンバージョン,通貨コード,コンバージョン単価,最終ページ URL,クリック数,表示回数,クリック率,平均クリック単価,費用
有効,小金井市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,三郷市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,西東京市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,練馬区 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北足立郡伊奈町 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,南埼玉郡宮代町 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東久留米市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,入間市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,桶川市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鴻巣市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,春日部市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東松山市 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,杉並区 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,さいたま 市 マイ ホーム,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
有効,板橋区 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,流山市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,飯能市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま 戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,,0,0, --,0,0
一時停止,三郷市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,北区 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,北本市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,野田市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鴻巣市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,草加市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,武蔵野市 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,武蔵野市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,平屋 建てる,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,小金井市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,白岡市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,桶川市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東久留米市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,荒川区 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,狭山市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,入間郡三芳町 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,狭山市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,鴻巣市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,狭山市 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,西東京市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,市川市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,さいたま市自由設計,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
有効,浦和 住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,13,181,7.18%,26,333
有効,飯能市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,2,0.00%,0,0
一時停止,新座市 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,八潮市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,足立区 家 建てる,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,北区 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,和光市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,市川市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,三郷市 建築会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,加須市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北葛飾郡杉戸町 リノベーション,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,南埼玉郡宮代町 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,松戸市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,蓮田市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,蕨市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,浦和 一戸建て 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
有効,東大和市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,鴻巣市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,朝霞市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,柏市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鶴ヶ島市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,上尾市 家 建てる,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,三郷市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,春日部市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,飯能市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,注文住宅 高級,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
有効,東京都 平屋,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,八千代市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,春日部市 住宅会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,和光市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,越谷市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東大和市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,船橋市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,行田市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,草加市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,5,0.00%,0,0
一時停止,武蔵野市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,埼玉 高性能住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,北葛飾郡杉戸町 ハウスメーカー,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鎌ヶ谷市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,練馬区 新築一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,戸田市 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,0, --,0,0
有効,鴻巣市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,朝霞市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,三郷市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,千葉県 住宅展示場,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,荒川区 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,坂戸市 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,練馬区 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,川越市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,北足立郡伊奈町 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,蓮田市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,久喜市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,小金井市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,小平市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,一軒家 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
一時停止,富士見市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,富士見市 家 建てる,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,北葛飾郡松伏町 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,西東京市 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,春日部市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,松戸市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,流山市 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,東久留米市 二世帯住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,蓮田市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,入間郡三芳町 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北足立郡伊奈町 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,練馬区 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,0, --,0,0
有効,葛飾区 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,八潮市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,狭山市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,朝霞市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,浦安市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,川口市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,川越市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,北葛飾郡杉戸町 一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,川越市 デザイン住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,練馬区 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,加須市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,越谷市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,幸手市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,桶川市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,新座市 注文住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,流山市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,久喜市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,武蔵野市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,中野区 建て替え,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,狭山市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,清瀬市 注文住宅 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,北区 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,5,0.00%,0,0
有効,足立区 新築一戸建て,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,松戸市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,船橋市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,八千代市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,ふじみ野市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,八千代市 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,久喜市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,三郷市 工務店,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,6,0.00%,0,0
有効,習志野市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,板橋区 住宅会社,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,杉並区 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東大和市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,船橋市 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,八潮市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,武蔵野市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,北区 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,蓮田市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,上尾市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,坂戸市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,春日部市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,清瀬市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,西東京市 家づくり,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,清瀬市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,埼玉 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,12,0.00%,0,0
一時停止,中野区 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,坂戸市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,久喜市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,板橋区 平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,鴻巣市 建築会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北本市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,荒川区 住宅会社,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北葛飾郡杉戸町 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,幸手市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,川口市 建築会社,インテント マッチ,広告グループ 1 個,制限付き,低品質,0.00,JPY,0,,0,0, --,0,0
有効,吉川市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,吉川市 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,入間市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東大和市 高気密高断熱,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,狭山市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,さいたま 新築,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,さいたま市 デザイン住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,北区 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,新座市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,葛飾区 長期優良住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,鴻巣市 注文住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,鶴ヶ島市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,さいたま 狭小住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,小金井市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東大和市 建て替え,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北足立郡伊奈町 二世帯住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,蕨市 一戸建て,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,日高市 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,流山市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,入間市 デザイン住宅,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
有効,北本市 工務店,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,川越市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,東村山市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,白岡市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,志木市 建築会社,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,1,0.00%,0,0
一時停止,市川市 家 建てる,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
有効,川越市 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,対象外,低い掲載率,0.00,JPY,0,,0,0, --,0,0
一時停止,入間郡三芳町 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
有効,野田市 リノベーション,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,久喜 ハウスメーカー,インテント マッチ,広告グループ 1 個,一時停止中,一時停止,0.00,JPY,0,,0,0, --,0,0
一時停止,戸田市 デザイン住宅,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,飯能市 家づくり,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,北区 工務店 おしゃれ,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低い掲載率; 不明,0.00,JPY,0,,0,0, --,0,0
一時停止,平屋,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 低品質,0.00,JPY,0,https://www.kurosawakoumuten.co.jp/,0,0, --,0,0
有効,中野区 ハウスメーカー,インテント マッチ,広告グループ 1 個,有効,,0.00,JPY,0,,0,0, --,0,0
一時停止,朝霞市 新築,インテント マッチ,広告グループ 1 個,一時停止中,一時停止; 不明,0.00,JPY,0,,0,0, --,0,0
